Institute,Gender,Year,Academic_Program_Name,Closing_Rank,Opening_Rank,Seat,Disability
4,0,2024,22,10770,5515,0,0
4,1,2024,22,19903,15669,0,0
4,0,2024,22,1744,1529,4,0
4,1,2024,22,3462,3247,4,0
4,0,2024,22,4488,3191,1,0
4,1,2024,22,8557,8281,1,0
4,0,2024,22,2523,2067,3,0
4,1,2024,22,4242,3377,3,0
4,0,2024,22,1129,1053,2,0
4,1,2024,22,0,0,2,0
4,0,2024,130,12893,10069,0,0
4,1,2024,130,22024,20374,0,0
4,0,2024,130,2100,1913,4,0
4,1,2024,130,4291,4291,4,0
4,0,2024,130,5493,4616,1,0
4,0,2024,130,3092,2982,3,0
4,1,2024,130,4575,4560,3,0
4,0,2024,130,1462,1387,2,0
4,1,2024,130,0,0,2,0
4,0,2024,23,20427,16634,0,0
4,1,2024,23,24653,20942,0,0
4,0,2024,23,3311,3043,4,0
4,1,2024,23,4976,4976,4,0
4,0,2024,23,7772,6513,1,0
4,0,2024,23,4204,3797,3,0
4,1,2024,23,4054,4054,3,0
4,0,2024,23,1755,1094,2,0
4,1,2024,23,0,0,2,0
4,0,2024,118,898,467,0,0
4,1,2024,118,2630,2604,0,0
4,1,2024,118,0,196,0,1
4,0,2024,118,138,120,4,0
4,1,2024,118,355,355,4,0
4,0,2024,118,412,308,1,0
4,1,2024,118,1109,924,1,0
4,0,2024,118,10,10,1,1
4,0,2024,118,243,166,3,0
4,1,2024,118,782,780,3,0
4,0,2024,118,135,123,2,0
4,1,2024,118,256,256,2,0
4,0,2024,8,7972,5505,0,0
4,1,2024,8,15493,14147,0,0
4,0,2024,8,1415,1371,4,0
4,1,2024,8,3189,3189,4,0
4,0,2024,8,3797,3326,1,0
4,1,2024,8,7866,6514,1,0
4,0,2024,8,2294,2034,3,0
4,1,2024,8,2475,1404,3,0
4,0,2024,8,1002,806,2,0
4,1,2024,8,1731,1731,2,0
4,0,2024,9,4848,3905,0,0
4,1,2024,9,11646,8646,0,0
4,0,2024,9,0,0,0,1
4,0,2024,9,911,710,4,0
4,1,2024,9,2117,1858,4,0
4,0,2024,9,2388,1779,1,0
4,1,2024,9,5232,4348,1,0
4,0,2024,9,1297,497,3,0
4,1,2024,9,2540,1292,3,0
4,0,2024,9,740,683,2,0
4,1,2024,9,938,375,2,0
4,0,2024,20,12488,7869,0,0
4,1,2024,20,19077,18426,0,0
4,0,2024,20,1934,1742,4,0
4,1,2024,20,4190,4190,4,0
4,0,2024,20,5375,4714,1,0
4,1,2024,20,9099,8798,1,0
4,0,2024,20,3023,1740,3,0
4,1,2024,20,3919,3919,3,0
4,0,2024,20,1496,1413,2,0
4,1,2024,20,0,0,2,0
4,0,2024,1,6992,4902,0,0
4,1,2024,1,15388,12769,0,0
4,0,2024,1,149,149,0,1
4,0,2024,1,1214,1032,4,0
4,1,2024,1,2478,2357,4,0
4,0,2024,1,2991,2031,1,0
4,1,2024,1,6337,5456,1,0
4,0,2024,1,1578,1232,3,0
4,1,2024,1,1474,1170,3,0
4,0,2024,1,541,405,2,0
4,1,2024,1,1158,960,2,0
4,0,2024,2,415,226,0,0
4,1,2024,2,1661,1172,0,0
4,0,2024,2,22,20,0,1
4,1,2024,2,66,66,0,1
4,0,2024,2,67,53,4,0
4,1,2024,2,306,171,4,0
4,0,2024,2,9,7,4,1
4,0,2024,2,209,91,1,0
4,1,2024,2,601,396,1,0
4,0,2024,2,7,7,1,1
4,0,2024,2,137,17,3,0
4,1,2024,2,414,151,3,0
4,0,2024,2,6,6,3,1
4,0,2024,2,67,33,2,0
4,1,2024,2,206,183,2,0
4,0,2024,2,0,0,2,1
4,0,2024,51,5263,3176,0,0
4,1,2024,51,10746,6763,0,0
4,0,2024,51,0,0,0,1
4,0,2024,51,986,698,4,0
4,1,2024,51,1971,1971,4,0
4,0,2024,51,2736,1941,1,0
4,1,2024,51,7383,5105,1,0
4,0,2024,51,2027,1632,3,0
4,1,2024,51,3724,3690,3,0
4,0,2024,51,818,637,2,0
4,1,2024,51,1444,1444,2,0
4,0,2024,10,2016,1460,0,0
4,1,2024,10,5599,4312,0,0
4,0,2024,10,0,112,0,1
4,0,2024,10,349,268,4,0
4,1,2024,10,974,847,4,0
4,0,2024,10,944,719,1,0
4,1,2024,10,2057,1657,1,0
4,0,2024,10,0,0,1,1
4,0,2024,10,544,415,3,0
4,1,2024,10,1307,1244,3,0
4,0,2024,10,257,225,2,0
4,1,2024,10,618,551,2,0
4,0,2024,36,1448,516,0,0
4,1,2024,36,3816,1815,0,0
4,0,2024,36,72,21,0,1
4,1,2024,36,0,0,0,1
4,0,2024,36,228,185,4,0
4,1,2024,36,802,519,4,0
4,0,2024,36,30,30,4,1
4,0,2024,36,687,234,1,0
4,1,2024,36,1672,977,1,0
4,0,2024,36,0,32,1,1
4,0,2024,36,390,157,3,0
4,1,2024,36,1135,664,3,0
4,0,2024,36,9,9,3,1
4,0,2024,36,219,110,2,0
4,1,2024,36,448,372,2,0
4,0,2024,131,12413,9996,0,0
4,1,2024,131,20680,19316,0,0
4,0,2024,131,2058,1877,4,0
4,1,2024,131,4289,4289,4,0
4,0,2024,131,5104,4299,1,0
4,1,2024,131,9049,9049,1,0
4,0,2024,131,3004,2708,3,0
4,1,2024,131,4168,4168,3,0
4,0,2024,131,1497,1483,2,0
4,1,2024,131,0,0,2,0
4,0,2024,43,4364,2915,0,0
4,1,2024,43,10726,7214,0,0
4,0,2024,43,155,155,0,1
4,0,2024,43,772,518,4,0
4,1,2024,43,1665,1665,4,0
4,0,2024,43,2307,1112,1,0
4,1,2024,43,5032,3669,1,0
4,0,2024,43,1653,1171,3,0
4,1,2024,43,2552,2378,3,0
4,0,2024,43,840,567,2,0
4,1,2024,43,1200,1200,2,0
4,0,2024,46,2481,2022,0,0
4,1,2024,46,6582,6373,0,0
4,0,2024,46,167,167,0,1
4,0,2024,46,510,403,4,0
4,1,2024,46,1663,1663,4,0
4,0,2024,46,1302,1103,1,0
4,1,2024,46,3448,3385,1,0
4,0,2024,46,895,609,3,0
4,1,2024,46,1880,1880,3,0
4,0,2024,46,583,505,2,0
4,1,2024,46,1540,1540,2,0
4,0,2024,85,6067,4649,0,0
4,1,2024,85,12933,12350,0,0
4,0,2024,85,1328,934,4,0
4,1,2024,85,2407,2407,4,0
4,0,2024,85,3292,2322,1,0
4,1,2024,85,6497,5944,1,0
4,0,2024,85,2076,1820,3,0
4,1,2024,85,3665,3147,3,0
4,0,2024,85,1034,952,2,0
4,1,2024,85,1677,1677,2,0
4,0,2024,132,1329,971,0,0
4,1,2024,132,3957,3514,0,0
4,0,2024,132,53,53,0,1
4,0,2024,132,254,151,4,0
4,1,2024,132,757,757,4,0
4,0,2024,132,740,504,1,0
4,1,2024,132,1883,1478,1,0
4,0,2024,132,0,0,1,1
4,0,2024,132,509,229,3,0
4,1,2024,132,1405,1149,3,0
4,0,2024,132,267,161,2,0
4,1,2024,132,415,415,2,0
4,0,2024,0,3613,2160,0,0
4,1,2024,0,10732,6783,0,0
4,0,2024,0,0,0,0,1
4,0,2024,0,703,584,4,0
4,1,2024,0,1864,1435,4,0
4,0,2024,0,1721,1137,1,0
4,1,2024,0,4493,3638,1,0
4,0,2024,0,966,607,3,0
4,1,2024,0,2369,1567,3,0
4,0,2024,0,540,381,2,0
4,1,2024,0,888,708,2,0
4,0,2024,19,7104,5472,0,0
4,1,2024,19,15082,12914,0,0
4,0,2024,19,0,0,0,1
4,0,2024,19,1359,1325,4,0
4,1,2024,19,2801,2697,4,0
4,0,2024,19,3378,2394,1,0
4,1,2024,19,7423,6844,1,0
4,0,2024,19,2109,1523,3,0
4,1,2024,19,2994,2762,3,0
4,0,2024,19,930,839,2,0
4,1,2024,19,1622,1622,2,0
4,0,2024,47,10218,7431,0,0
4,1,2024,47,19143,16126,0,0
4,0,2024,47,1572,1420,4,0
4,1,2024,47,3429,3206,4,0
4,0,2024,47,4015,3031,1,0
4,1,2024,47,8519,8100,1,0
4,0,2024,47,2285,1678,3,0
4,1,2024,47,4060,3003,3,0
4,0,2024,47,1085,933,2,0
4,1,2024,47,0,0,2,0
4,0,2024,49,9098,7876,0,0
4,1,2024,49,17790,16598,0,0
4,0,2024,49,1695,1441,4,0
4,1,2024,49,3741,3390,4,0
4,0,2024,49,4208,3313,1,0
4,1,2024,49,8540,7362,1,0
4,0,2024,49,2357,2174,3,0
4,1,2024,49,3976,3618,3,0
4,0,2024,49,1192,1128,2,0
4,1,2024,49,0,0,2,0
4,0,2024,78,9672,2957,0,0
4,1,2024,78,17600,14639,0,0
4,0,2024,78,1701,1478,4,0
4,1,2024,78,3668,3668,4,0
4,0,2024,78,4608,3604,1,0
4,1,2024,78,8776,7850,1,0
4,0,2024,78,2664,2394,3,0
4,1,2024,78,3740,3740,3,0
4,0,2024,78,1336,1126,2,0
4,1,2024,78,0,0,2,0
6,0,2024,118,875,685,0,0
6,1,2024,118,2840,2214,0,0
6,0,2024,118,127,114,4,0
6,1,2024,118,372,372,4,0
6,0,2024,118,23,23,4,1
6,0,2024,118,399,295,1,0
6,1,2024,118,798,562,1,0
6,0,2024,118,19,19,1,1
6,0,2024,118,251,20,3,0
6,1,2024,118,334,334,3,0
6,0,2024,118,89,88,2,0
6,0,2024,123,8493,6579,0,0
6,1,2024,123,15954,15656,0,0
6,0,2024,123,1636,1502,4,0
6,0,2024,123,4087,3613,1,0
6,1,2024,123,5782,4554,1,0
6,0,2024,123,2563,1969,3,0
6,1,2024,123,3820,3820,3,0
6,0,2024,123,1197,1040,2,0
6,0,2024,134,8524,6015,0,0
6,1,2024,134,15214,14833,0,0
6,0,2024,134,1632,1551,4,0
6,1,2024,134,2904,2904,4,0
6,0,2024,134,4058,3056,1,0
6,1,2024,134,6673,6673,1,0
6,0,2024,134,2324,2300,3,0
6,1,2024,134,3479,3479,3,0
6,0,2024,134,1099,1074,2,0
6,0,2024,9,5757,4229,0,0
6,1,2024,9,11897,10591,0,0
6,0,2024,9,0,0,0,1
6,0,2024,9,1021,889,4,0
6,1,2024,9,2086,2086,4,0
6,0,2024,9,2755,2152,1,0
6,1,2024,9,4578,4306,1,0
6,0,2024,9,1588,1331,3,0
6,1,2024,9,2215,2215,3,0
6,0,2024,9,783,646,2,0
6,1,2024,9,1328,1328,2,0
6,0,2024,1,7898,7053,0,0
6,1,2024,1,16049,12882,0,0
6,0,2024,1,0,0,0,1
6,0,2024,1,1331,1044,4,0
6,1,2024,1,2260,2260,4,0
6,0,2024,1,3334,2830,1,0
6,1,2024,1,6223,5762,1,0
6,0,2024,1,1789,1229,3,0
6,1,2024,1,2852,1301,3,0
6,0,2024,1,697,640,2,0
6,1,2024,1,1302,1302,2,0
6,0,2024,133,1790,1046,0,0
6,1,2024,133,5158,4462,0,0
6,0,2024,133,272,272,4,0
6,0,2024,133,0,0,4,1
6,0,2024,133,991,638,1,0
6,1,2024,133,1547,1547,1,0
6,0,2024,133,657,529,3,0
6,1,2024,133,878,878,3,0
6,0,2024,133,441,305,2,0
6,1,2024,133,348,348,2,0
6,0,2024,2,656,431,0,0
6,1,2024,2,1809,1709,0,0
6,0,2024,2,32,32,0,1
6,1,2024,2,48,48,0,1
6,0,2024,2,112,91,4,0
6,1,2024,2,356,356,4,0
6,0,2024,2,302,123,1,0
6,1,2024,2,865,605,1,0
6,0,2024,2,182,93,3,0
6,1,2024,2,386,363,3,0
6,0,2024,2,5,5,3,1
6,0,2024,2,82,53,2,0
6,1,2024,2,107,107,2,0
6,0,2024,10,2105,1022,0,0
6,1,2024,10,4344,3084,0,0
6,0,2024,10,133,133,0,1
6,0,2024,10,387,290,4,0
6,1,2024,10,723,723,4,0
6,0,2024,10,1021,606,1,0
6,1,2024,10,2009,1260,1,0
6,0,2024,10,58,58,1,1
6,0,2024,10,614,464,3,0
6,1,2024,10,1218,873,3,0
6,0,2024,10,292,276,2,0
6,1,2024,10,545,545,2,0
6,0,2024,140,2147,1570,0,0
6,1,2024,140,4434,4056,0,0
6,0,2024,140,350,321,4,0
6,1,2024,140,868,868,4,0
6,0,2024,140,920,557,1,0
6,1,2024,140,2076,2076,1,0
6,0,2024,140,463,401,3,0
6,1,2024,140,528,528,3,0
6,0,2024,140,373,277,2,0
6,0,2024,33,4932,3442,0,0
6,1,2024,33,12055,11250,0,0
6,0,2024,33,0,0,0,1
6,0,2024,33,1180,1004,4,0
6,1,2024,33,1997,1997,4,0
6,0,2024,33,2856,2435,1,0
6,1,2024,33,6654,3086,1,0
6,0,2024,33,1818,1690,3,0
6,1,2024,33,3009,3009,3,0
6,0,2024,33,1066,1024,2,0
6,0,2024,62,3835,1822,0,0
6,1,2024,62,5748,4470,0,0
6,0,2024,62,654,536,4,0
6,1,2024,62,1830,1830,4,0
6,0,2024,62,1984,1166,1,0
6,1,2024,62,4046,2543,1,0
6,0,2024,62,1125,863,3,0
6,1,2024,62,1512,1512,3,0
6,0,2024,62,592,498,2,0
6,1,2024,62,1028,1028,2,0
6,0,2024,135,9551,8178,0,0
6,1,2024,135,16446,15890,0,0
6,0,2024,135,1799,1755,4,0
6,1,2024,135,3018,3018,4,0
6,0,2024,135,4097,2923,1,0
6,1,2024,135,7981,7981,1,0
6,0,2024,135,2370,2199,3,0
6,1,2024,135,3889,3889,3,0
6,0,2024,135,1240,1177,2,0
6,0,2024,63,8197,5105,0,0
6,1,2024,63,15999,13015,0,0
6,0,2024,63,0,0,0,1
6,0,2024,63,1422,1344,4,0
6,1,2024,63,2499,2499,4,0
6,0,2024,63,3481,2847,1,0
6,1,2024,63,7564,7549,1,0
6,0,2024,63,2196,1841,3,0
6,1,2024,63,3360,3360,3,0
6,0,2024,63,945,817,2,0
6,0,2024,5,982,660,0,0
6,1,2024,5,3625,2885,0,0
6,0,2024,5,158,147,4,0
6,1,2024,5,502,502,4,0
6,0,2024,5,480,419,1,0
6,1,2024,5,918,918,1,0
6,0,2024,5,22,22,1,1
6,0,2024,5,301,238,3,0
6,1,2024,5,519,519,3,0
6,0,2024,5,178,178,2,0
6,0,2024,0,4469,3751,0,0
6,1,2024,0,10758,7527,0,0
6,0,2024,0,0,0,0,1
6,0,2024,0,786,689,4,0
6,1,2024,0,1868,1868,4,0
6,0,2024,0,2121,1765,1,0
6,1,2024,0,4746,2745,1,0
6,0,2024,0,0,0,1,1
6,0,2024,0,1116,836,3,0
6,1,2024,0,2270,2205,3,0
6,0,2024,0,570,387,2,0
6,1,2024,0,881,881,2,0
7,0,2024,124,4182,3048,0,0
7,1,2024,124,8194,7749,0,0
7,0,2024,124,0,0,0,1
7,0,2024,124,555,509,4,0
7,1,2024,124,1587,1537,4,0
7,0,2024,124,1722,1341,1,0
7,1,2024,124,4502,4169,1,0
7,0,2024,124,1081,797,3,0
7,1,2024,124,2082,1528,3,0
7,0,2024,124,589,450,2,0
7,1,2024,124,863,863,2,0
7,0,2024,119,14666,12293,0,0
7,1,2024,119,20850,18682,0,0
7,0,2024,119,2295,2098,4,0
7,1,2024,119,4419,3966,4,0
7,0,2024,119,5752,4754,1,0
7,1,2024,119,9141,9141,1,0
7,0,2024,119,3167,3063,3,0
7,1,2024,119,4686,4617,3,0
7,0,2024,119,1452,1250,2,0
7,1,2024,119,0,0,2,0
7,0,2024,9,11036,8295,0,0
7,1,2024,9,19661,15996,0,0
7,0,2024,9,1782,1625,4,0
7,1,2024,9,3246,3246,4,0
7,0,2024,9,4613,4259,1,0
7,1,2024,9,8539,8291,1,0
7,0,2024,9,2688,2292,3,0
7,1,2024,9,4029,4029,3,0
7,0,2024,9,1120,995,2,0
7,1,2024,9,0,0,2,0
7,0,2024,141,16381,12654,0,0
7,1,2024,141,23748,22452,0,0
7,0,2024,141,2491,2437,4,0
7,0,2024,141,6013,5713,1,0
7,0,2024,141,3228,3184,3,0
7,1,2024,141,4853,4853,3,0
7,0,2024,141,1553,1553,2,0
7,1,2024,141,0,0,2,0
7,0,2024,125,13316,11244,0,0
7,1,2024,125,21003,19028,0,0
7,0,2024,125,2031,1905,4,0
7,1,2024,125,4153,4153,4,0
7,0,2024,125,4937,4108,1,0
7,1,2024,125,9273,9273,1,0
7,0,2024,125,2619,2495,3,0
7,1,2024,125,4201,4172,3,0
7,0,2024,125,980,901,2,0
7,1,2024,125,1799,1799,2,0
7,0,2024,2,3061,2062,0,0
7,1,2024,2,7457,5655,0,0
7,0,2024,2,76,76,0,1
7,0,2024,2,416,348,4,0
7,1,2024,2,1150,1117,4,0
7,0,2024,2,29,29,4,1
7,0,2024,2,1404,735,1,0
7,1,2024,2,3361,2023,1,0
7,0,2024,2,789,503,3,0
7,1,2024,2,1421,1247,3,0
7,0,2024,2,396,244,2,0
7,1,2024,2,327,327,2,0
7,0,2024,10,6346,4693,0,0
7,1,2024,10,11925,9003,0,0
7,0,2024,10,0,0,0,1
7,0,2024,10,1149,869,4,0
7,1,2024,10,1718,1718,4,0
7,0,2024,10,2972,2316,1,0
7,1,2024,10,6785,6084,1,0
7,0,2024,10,1835,1379,3,0
7,1,2024,10,3114,2929,3,0
7,0,2024,10,875,791,2,0
7,1,2024,10,1560,1505,2,0
7,0,2024,122,13339,11381,0,0
7,1,2024,122,22782,19921,0,0
7,0,2024,122,2211,1954,4,0
7,1,2024,122,4299,4299,4,0
7,0,2024,122,5688,4948,1,0
7,1,2024,122,9279,8892,1,0
7,0,2024,122,2950,2790,3,0
7,1,2024,122,4235,4235,3,0
7,0,2024,122,1419,1346,2,0
7,1,2024,122,0,0,2,0
7,0,2024,0,9488,6984,0,0
7,1,2024,0,18249,14797,0,0
7,0,2024,0,1616,1355,4,0
7,1,2024,0,3315,3141,4,0
7,0,2024,0,4105,3320,1,0
7,1,2024,0,8755,8042,1,0
7,0,2024,0,2330,2006,3,0
7,1,2024,0,4132,3733,3,0
7,0,2024,0,1071,968,2,0
7,1,2024,0,0,0,2,0
7,0,2024,142,14641,10714,0,0
7,1,2024,142,23673,23402,0,0
7,0,2024,142,2420,2395,4,0
7,0,2024,142,5792,4654,1,0
7,0,2024,142,3182,2817,3,0
7,1,2024,142,4697,4697,3,0
7,0,2024,142,1510,1510,2,0
7,1,2024,142,0,0,2,0
8,0,2024,12,3638,2713,0,0
8,1,2024,12,10186,6950,0,0
8,0,2024,12,0,0,0,1
8,1,2024,12,0,0,0,1
8,0,2024,12,875,629,4,0
8,1,2024,12,1917,1917,4,0
8,0,2024,12,1980,863,1,0
8,1,2024,12,4326,3457,1,0
8,0,2024,12,987,705,3,0
8,1,2024,12,2655,1805,3,0
8,0,2024,12,681,146,2,0
8,1,2024,12,768,768,2,0
8,0,2024,75,6952,5259,0,0
8,1,2024,75,12032,10725,0,0
8,0,2024,75,1341,1273,4,0
8,1,2024,75,2519,2519,4,0
8,0,2024,75,3476,2995,1,0
8,1,2024,75,7371,6561,1,0
8,0,2024,75,2071,1623,3,0
8,1,2024,75,3462,3355,3,0
8,0,2024,75,1168,829,2,0
8,1,2024,75,1790,1790,2,0
8,0,2024,9,4015,2227,0,0
8,1,2024,9,9528,7129,0,0
8,0,2024,9,0,0,0,1
8,0,2024,9,707,543,4,0
8,1,2024,9,1661,1482,4,0
8,0,2024,9,2058,1402,1,0
8,1,2024,9,4628,3295,1,0
8,0,2024,9,1185,855,3,0
8,1,2024,9,2062,1635,3,0
8,0,2024,9,684,547,2,0
8,1,2024,9,1062,1043,2,0
8,0,2024,20,10498,7317,0,0
8,1,2024,20,16196,15079,0,0
8,0,2024,20,1650,1472,4,0
8,1,2024,20,3744,3744,4,0
8,0,2024,20,4766,3173,1,0
8,1,2024,20,8578,7860,1,0
8,0,2024,20,2667,2460,3,0
8,1,2024,20,4614,4596,3,0
8,0,2024,20,1434,1348,2,0
8,1,2024,20,0,0,2,0
8,0,2024,1,5948,4213,0,0
8,1,2024,1,13819,4232,0,0
8,0,2024,1,0,0,0,1
8,0,2024,1,1020,806,4,0
8,1,2024,1,2293,2054,4,0
8,0,2024,1,2764,2168,1,0
8,1,2024,1,6704,5332,1,0
8,0,2024,1,1509,982,3,0
8,1,2024,1,2969,2680,3,0
8,0,2024,1,482,290,2,0
8,1,2024,1,837,668,2,0
8,0,2024,2,252,120,0,0
8,1,2024,2,1117,781,0,0
8,0,2024,2,11,6,0,1
8,1,2024,2,117,88,0,1
8,0,2024,2,51,28,4,0
8,1,2024,2,294,150,4,0
8,0,2024,2,4,4,4,1
8,0,2024,2,132,61,1,0
8,1,2024,2,538,410,1,0
8,0,2024,2,6,6,1,1
8,0,2024,2,96,55,3,0
8,1,2024,2,397,133,3,0
8,0,2024,2,4,4,3,1
8,1,2024,2,8,8,3,1
8,0,2024,2,54,30,2,0
8,1,2024,2,141,127,2,0
8,0,2024,64,10058,7210,0,0
8,1,2024,64,17618,16346,0,0
8,0,2024,64,1627,1534,4,0
8,1,2024,64,2942,2942,4,0
8,0,2024,64,4562,3667,1,0
8,1,2024,64,8477,7778,1,0
8,0,2024,64,2567,1636,3,0
8,1,2024,64,4511,4511,3,0
8,0,2024,64,1369,1280,2,0
8,1,2024,64,0,0,2,0
8,0,2024,51,3106,2137,0,0
8,1,2024,51,6326,5790,0,0
8,0,2024,51,169,169,0,1
8,0,2024,51,690,569,4,0
8,1,2024,51,1548,1548,4,0
8,0,2024,51,2051,1258,1,0
8,1,2024,51,4211,3436,1,0
8,0,2024,51,1430,806,3,0
8,1,2024,51,3401,2897,3,0
8,0,2024,51,725,521,2,0
8,1,2024,51,1645,1645,2,0
8,0,2024,10,1290,743,0,0
8,1,2024,10,3166,2616,0,0
8,0,2024,10,128,107,0,1
8,1,2024,10,0,0,0,1
8,0,2024,10,259,193,4,0
8,1,2024,10,859,702,4,0
8,0,2024,10,0,0,4,1
8,0,2024,10,743,432,1,0
8,1,2024,10,2426,1397,1,0
8,0,2024,10,61,53,1,1
8,0,2024,10,452,281,3,0
8,1,2024,10,1152,769,3,0
8,0,2024,10,203,98,2,0
8,1,2024,10,518,414,2,0
8,0,2024,52,6008,4831,0,0
8,1,2024,52,13464,11438,0,0
8,0,2024,52,1258,955,4,0
8,1,2024,52,2558,2264,4,0
8,0,2024,52,3126,2603,1,0
8,1,2024,52,7187,6390,1,0
8,0,2024,52,1853,1544,3,0
8,1,2024,52,3639,3140,3,0
8,0,2024,52,1080,859,2,0
8,1,2024,52,1412,1412,2,0
8,0,2024,76,990,756,0,0
8,1,2024,76,3445,2288,0,0
8,0,2024,76,100,100,0,1
8,1,2024,76,0,0,0,1
8,0,2024,76,209,111,4,0
8,1,2024,76,607,607,4,0
8,0,2024,76,0,0,4,1
8,0,2024,76,673,352,1,0
8,1,2024,76,2234,1295,1,0
8,0,2024,76,372,212,3,0
8,1,2024,76,1341,1148,3,0
8,0,2024,76,343,182,2,0
8,1,2024,76,632,632,2,0
8,0,2024,0,2776,1889,0,0
8,1,2024,0,8298,6470,0,0
8,0,2024,0,0,186,0,1
8,0,2024,0,506,386,4,0
8,1,2024,0,1686,1499,4,0
8,0,2024,0,1392,1046,1,0
8,1,2024,0,4202,3631,1,0
8,0,2024,0,0,0,1,1
8,0,2024,0,834,586,3,0
8,1,2024,0,2026,1541,3,0
8,0,2024,0,509,426,2,0
8,1,2024,0,776,582,2,0
8,0,2024,78,5508,3377,0,0
8,1,2024,78,16084,7470,0,0
8,0,2024,78,95,95,0,1
8,0,2024,78,1436,1135,4,0
8,1,2024,78,2897,2897,4,0
8,0,2024,78,3602,2664,1,0
8,1,2024,78,7080,6209,1,0
8,0,2024,78,2363,1980,3,0
8,1,2024,78,3812,3812,3,0
8,0,2024,78,1277,1176,2,0
8,1,2024,78,1765,1765,2,0
8,0,2024,136,1030,699,0,0
8,1,2024,136,3674,1938,0,0
8,0,2024,136,105,105,0,1
8,0,2024,136,207,160,4,0
8,1,2024,136,800,800,4,0
8,0,2024,136,714,486,1,0
8,1,2024,136,1999,1611,1,0
8,0,2024,136,534,402,3,0
8,1,2024,136,1035,1035,3,0
8,0,2024,136,224,220,2,0
9,0,2024,12,2815,1469,0,0
9,1,2024,12,6845,5475,0,0
9,0,2024,12,0,0,0,1
9,0,2024,12,837,760,4,0
9,1,2024,12,1232,1232,4,0
9,0,2024,12,1655,832,1,0
9,1,2024,12,3432,1452,1,0
9,0,2024,12,0,0,1,1
9,0,2024,12,900,299,3,0
9,1,2024,12,1699,1522,3,0
9,0,2024,12,478,173,2,0
9,1,2024,12,661,661,2,0
9,0,2024,11,2984,2199,0,0
9,1,2024,11,2184,2184,0,0
9,0,2024,11,883,883,4,0
9,0,2024,11,1455,1395,1,0
9,1,2024,11,3953,3953,1,0
9,0,2024,11,995,995,3,0
9,0,2024,11,503,503,2,0
9,0,2024,166,419,132,0,0
9,1,2024,166,1379,1079,0,0
9,0,2024,166,43,43,0,1
9,0,2024,166,104,80,4,0
9,1,2024,166,298,298,4,0
9,0,2024,166,207,137,1,0
9,1,2024,166,503,306,1,0
9,0,2024,166,30,30,1,1
9,0,2024,166,198,119,3,0
9,1,2024,166,237,237,3,0
9,0,2024,166,83,38,2,0
9,1,2024,166,218,218,2,0
9,0,2024,153,5755,3135,0,0
9,1,2024,153,9871,5326,0,0
9,0,2024,153,1384,1142,4,0
9,1,2024,153,2205,2205,4,0
9,0,2024,153,3364,2456,1,0
9,1,2024,153,6929,5526,1,0
9,0,2024,153,2266,1727,3,0
9,1,2024,153,2942,2942,3,0
9,0,2024,153,1090,1057,2,0
9,1,2024,153,1566,1566,2,0
9,0,2024,154,10682,8849,0,0
9,1,2024,154,14739,12473,0,0
9,0,2024,154,1743,1561,4,0
9,1,2024,154,2996,2996,4,0
9,0,2024,154,4682,4045,1,0
9,1,2024,154,7692,6950,1,0
9,0,2024,154,2778,2517,3,0
9,1,2024,154,4048,4048,3,0
9,0,2024,154,1359,1325,2,0
9,1,2024,154,1691,1691,2,0
9,0,2024,9,3972,2024,0,0
9,1,2024,9,9068,6727,0,0
9,0,2024,9,0,0,0,1
9,0,2024,9,784,643,4,0
9,1,2024,9,1843,1306,4,0
9,0,2024,9,2042,820,1,0
9,1,2024,9,3772,2636,1,0
9,0,2024,9,1237,724,3,0
9,1,2024,9,2010,1434,3,0
9,0,2024,9,617,291,2,0
9,1,2024,9,895,851,2,0
9,0,2024,1,5688,3305,0,0
9,1,2024,1,12586,7794,0,0
9,0,2024,1,0,147,0,1
9,0,2024,1,1111,951,4,0
9,1,2024,1,1945,1884,4,0
9,0,2024,1,2592,1586,1,0
9,1,2024,1,5366,3477,1,0
9,0,2024,1,1324,1044,3,0
9,1,2024,1,2445,1802,3,0
9,0,2024,1,522,401,2,0
9,1,2024,1,652,648,2,0
9,0,2024,2,159,76,0,0
9,1,2024,2,757,558,0,0
9,0,2024,2,4,4,0,1
9,0,2024,2,42,17,4,0
9,1,2024,2,129,109,4,0
9,0,2024,2,82,18,1,0
9,1,2024,2,344,288,1,0
9,0,2024,2,4,4,1,1
9,0,2024,2,72,36,3,0
9,1,2024,2,106,12,3,0
9,0,2024,2,0,0,3,1
9,0,2024,2,29,5,2,0
9,1,2024,2,68,68,2,0
9,0,2024,10,838,299,0,0
9,1,2024,10,2677,1304,0,0
9,0,2024,10,94,87,0,1
9,1,2024,10,0,0,0,1
9,0,2024,10,178,105,4,0
9,1,2024,10,539,468,4,0
9,0,2024,10,0,0,4,1
9,0,2024,10,407,122,1,0
9,1,2024,10,1063,641,1,0
9,0,2024,10,51,48,1,1
9,0,2024,10,378,114,3,0
9,1,2024,10,563,121,3,0
9,0,2024,10,149,39,2,0
9,1,2024,10,336,297,2,0
9,0,2024,66,3656,1828,0,0
9,1,2024,66,8939,6825,0,0
9,0,2024,66,0,0,0,1
9,0,2024,66,1235,790,4,0
9,1,2024,66,2744,2744,4,0
9,0,2024,66,1772,933,1,0
9,1,2024,66,3896,2860,1,0
9,0,2024,66,1571,778,3,0
