Institute,Gender,Year,Academic_Program_Name,Closing_Rank,Opening_Rank,Seat,Disability
1,1,2019,51,922,922,3,0
1,0,2019,65,572,306,0,0
1,1,2019,65,2219,1252,0,0
1,0,2019,65,410,155,3,0
1,1,2019,3,5939,4968,0,0
1,0,2019,33,469,371,2,0
1,0,2019,114,4869,4023,0,0
1,0,2019,0,250,82,3,0
1,1,2019,32,1116,1116,3,0
1,0,2019,4,378,363,4,0
2,1,2019,117,19319,13745,0,0
2,0,2019,2,397,294,2,0
0,0,2019,106,3072,2841,1,0
0,0,2019,106,766,766,2,0
1,0,2019,12,29,29,1,1
1,1,2019,2,313,10,0,0
1,0,2019,2,1,1,0,1
1,0,2019,51,942,899,3,0
1,1,2019,10,1058,697,0,0
1,0,2019,10,10,10,1,1
1,1,2019,65,657,336,3,0
1,1,2019,3,2822,2647,1,0
1,0,2019,33,797,172,3,0
1,0,2019,0,477,234,1,0
1,0,2019,0,0,14,1,1
1,1,2019,4,4016,3205,1,0
1,1,2019,4,1160,1109,2,0
2,0,2019,1,9388,7158,0,0
2,1,2019,1,14897,13878,0,0
2,0,2019,2,213,213,4,0
2,1,2019,2,2842,2240,1,0
2,1,2019,2,863,863,2,0
0,0,2019,1,3095,2486,1,0
0,0,2019,108,10981,10472,0,0
0,0,2019,108,687,687,2,0
0,0,2019,2,99,99,0,1
0,0,2019,10,1829,1531,1,0
0,0,2019,10,1203,694,3,0
0,1,2019,25,2717,2717,3,0
0,0,2019,17,8332,7328,0,0
0,0,2019,17,1671,1671,3,0
1,0,2019,12,2082,1182,0,0
1,0,2019,113,1419,1177,1,0
1,0,2019,10,24,21,4,0
1,1,2019,114,4480,4102,1,0
1,0,2019,32,203,203,2,0
2,1,2019,1,0,0,2,0
2,1,2019,115,6735,6644,0,0
2,0,2019,115,925,925,2,0
3,1,2019,8,5690,5214,1,0
2,1,2019,33,14137,13757,0,0
2,1,2019,10,2003,1956,3,0
2,0,2019,10,5366,3768,0,0
2,0,2019,33,4017,3180,1,0
2,0,2019,33,2209,1875,3,0
3,1,2019,9,3932,2377,0,0
3,1,2019,9,901,901,4,0
3,1,2019,1,1176,1176,4,0
3,1,2019,1,3108,1243,1,0
3,0,2019,2,12,7,4,0
3,0,2019,2,19,3,2,0
5,0,2019,1,380,363,2,0
5,0,2019,2,1067,640,0,0
5,1,2019,2,2803,1816,0,0
4,0,2019,23,2415,2415,4,0
4,0,2019,23,0,1211,2,0
4,0,2019,8,871,595,2,0
4,1,2019,41,12786,12500,0,0
4,0,2019,9,0,0,0,1
4,1,2019,9,960,960,4,0
4,0,2019,27,4713,3651,0,0
4,0,2019,27,666,463,2,0
4,1,2019,1,8707,7926,0,0
4,0,2019,35,588,588,4,0
4,0,2019,2,283,204,0,0
4,1,2019,2,332,278,1,0
4,0,2019,14,5310,2959,0,0
4,0,2019,10,1417,781,0,0
4,1,2019,31,1846,1846,1,0
4,1,2019,36,1061,968,1,0
4,0,2019,45,1167,1167,4,0
4,0,2019,45,4544,4155,1,0
4,1,2019,43,4309,4268,1,0
4,0,2019,85,4990,3880,0,0
4,0,2019,85,2564,1980,1,0
4,0,2019,59,5940,4559,0,0
2,1,2019,33,3482,3482,3,0
2,0,2019,33,1088,1088,2,0
2,0,2019,0,7222,5368,0,0
2,0,2019,0,1443,1244,3,0
3,0,2019,9,1242,631,1,0
3,0,2019,27,1927,1370,1,0
3,0,2019,1,681,50,3,0
3,1,2019,2,197,128,1,0
3,1,2019,29,565,454,3,0
3,1,2019,33,3710,1840,1,0
3,1,2019,5,989,438,0,0
3,1,2019,18,1585,1035,0,0
3,0,2019,18,255,134,2,0
3,1,2019,34,9677,7440,0,0
5,0,2019,0,1170,775,3,0
5,0,2019,4,2199,1677,3,0
4,1,2019,11,8592,8204,0,0
4,1,2019,22,0,0,2,0
4,0,2019,30,2715,1683,3,0
4,1,2019,8,1828,1828,3,0
4,0,2019,1,263,239,2,0
4,0,2019,2,8,8,1,1
4,0,2019,2,39,17,2,0
4,0,2019,10,598,406,1,0
4,0,2019,31,299,202,2,0
4,0,2019,36,353,107,3,0
4,0,2019,42,1436,936,0,0
4,0,2019,42,653,420,1,0
4,0,2019,44,2410,1385,1,0
4,0,2019,46,999,764,3,0
4,0,2019,77,1385,475,0,0
4,0,2019,0,178,168,4,0
3,0,2019,9,267,218,4,0
3,1,2019,27,4797,4216,0,0
3,1,2019,2,465,233,0,0
3,0,2019,10,469,297,0,0
3,0,2019,10,24,16,0,1
3,0,2019,5,29,23,4,0
3,0,2019,0,310,57,3,0
3,0,2019,6,3253,2081,0,0
5,0,2019,1,2894,2405,1,0
5,1,2019,0,4879,4633,1,0
4,0,2019,12,1079,621,3,0
4,1,2019,12,1387,1387,3,0
4,1,2019,11,1949,1949,3,0
4,0,2019,37,1091,1091,4,0
4,1,2019,23,1745,1745,3,0
4,0,2019,23,19024,6601,0,0
4,0,2019,2,6,6,0,1
4,1,2019,35,4514,4514,1,0
4,0,2019,28,36,36,4,0
4,0,2019,31,147,147,4,0
4,1,2019,46,1923,1444,3,0
4,1,2019,85,2179,2179,3,0
4,0,2019,77,721,364,3,0
3,0,2019,2,93,2,0,0
3,1,2019,33,706,706,4,0
3,0,2019,18,344,252,1,0
3,1,2019,18,615,615,3,0
3,0,2019,34,3258,2093,1,0
5,1,2019,2,466,436,3,0
5,0,2019,0,5279,3797,0,0
5,1,2019,4,15975,14257,0,0
4,0,2019,37,1062,1054,2,0
4,0,2019,8,1819,1510,3,0
4,1,2019,41,0,0,2,0
4,0,2019,9,3516,2309,0,0
4,1,2019,9,3714,2730,1,0
4,1,2019,27,7807,5816,0,0
4,1,2019,27,4324,4324,1,0
4,0,2019,13,1202,1202,4,0
4,1,2019,13,7240,6947,1,0
4,0,2019,13,0,1145,2,0
4,0,2019,35,343,265,2,0
4,1,2019,28,703,516,1,0
4,0,2019,28,100,92,2,0
4,0,2019,2,72,17,3,0
4,1,2019,14,2384,2384,3,0
4,0,2019,10,37,37,0,1
4,0,2019,31,1924,1367,0,0
4,0,2019,36,31,31,1,1
4,0,2019,36,166,51,2,0
4,1,2019,42,688,688,2,0
4,1,2019,45,3647,3647,3,0
4,0,2019,46,155,155,0,1
4,1,2019,59,2461,2461,3,0
3,0,2019,8,0,0,0,1
3,0,2019,8,741,663,2,0
3,1,2019,9,2587,2424,1,0
3,0,2019,27,419,315,4,0
3,0,2019,1,19,19,1,1
3,0,2019,2,39,22,3,0
3,0,2019,10,152,83,3,0
3,0,2019,29,26,26,0,1
3,1,2019,29,2287,1957,0,0
3,1,2019,29,1288,1219,1,0
3,0,2019,29,348,118,3,0
3,0,2019,33,2849,1018,0,0
3,1,2019,5,89,89,4,0
3,0,2019,5,36,36,1,1
3,1,2019,5,866,469,1,0
3,1,2019,0,780,780,4,0
3,1,2019,6,1346,1346,4,0
5,0,2019,1,0,0,0,1
5,1,2019,10,4029,3150,1,0
4,0,2019,12,0,0,1,1
4,0,2019,30,0,1184,2,0
4,0,2019,9,571,373,2,0
4,1,2019,27,1422,1422,3,0
4,0,2019,13,2523,1757,3,0
4,0,2019,1,0,0,0,1
4,1,2019,31,4253,4249,0,0
4,0,2019,36,932,560,0,0
4,1,2019,36,0,0,0,1
4,1,2019,36,510,510,3,0
4,0,2019,43,1355,976,3,0
4,1,2019,44,5175,5175,1,0
4,1,2019,44,2220,2220,3,0
4,0,2019,0,72,72,0,1
2,0,2019,10,577,577,4,0
2,0,2019,10,0,0,0,1
2,0,2019,10,2392,1996,1,0
2,0,2019,10,574,534,2,0
3,0,2019,9,1940,1243,0,0
3,0,2019,27,3491,2045,0,0
3,1,2019,2,62,62,4,0
3,0,2019,2,1,1,2,1
3,1,2019,10,120,120,4,0
3,0,2019,33,0,0,0,1
3,0,2019,0,108,8,2,0
5,0,2019,1,7971,6442,0,0
5,1,2019,0,2547,2272,3,0
5,0,2019,4,1069,1018,2,0
4,1,2019,12,7615,5752,0,0
4,0,2019,22,828,828,4,0
4,1,2019,37,7380,6990,1,0
4,1,2019,23,18448,16403,0,0
4,1,2019,23,6054,6054,1,0
4,1,2019,1,1197,1197,4,0
4,0,2019,2,119,81,1,0
4,0,2019,28,441,287,0,0
4,0,2019,10,91,88,4,0
4,0,2019,31,625,476,3,0
4,0,2019,36,20,20,0,1
4,0,2019,42,0,0,1,1
4,1,2019,85,9545,9218,0,0
4,0,2019,85,762,679,2,0
4,0,2019,59,1812,1797,3,0
4,0,2019,0,921,787,1,0
2,1,2019,0,0,0,2,0
2,1,2019,10,5309,4757,1,0
2,1,2019,115,0,0,2,0
3,0,2019,8,4403,2411,0,0
3,1,2019,9,1065,602,3,0
3,1,2019,10,32,32,2,0
3,0,2019,33,299,250,4,0
3,1,2019,5,437,437,2,0
3,1,2019,18,1482,1337,1,0
3,1,2019,0,4125,2875,0,0
3,1,2019,6,7047,4811,0,0
3,0,2019,6,435,319,4,0
3,1,2019,34,6542,4914,1,0
5,0,2019,2,444,303,1,0
5,1,2019,2,1237,599,1,0
5,0,2019,10,3635,2164,0,0
5,1,2019,10,0,0,2,0
4,1,2019,12,3670,3360,1,0
4,0,2019,11,1831,1658,1,0
4,1,2019,30,19044,14499,0,0
4,0,2019,23,6965,4315,1,0
4,1,2019,1,602,602,2,0
4,0,2019,14,472,472,4,0
4,1,2019,14,884,884,2,0
4,0,2019,44,5177,3962,0,0
4,1,2019,44,9944,9731,0,0
4,0,2019,44,907,906,2,0
4,0,2019,85,521,521,4,0
4,1,2019,85,5402,4941,1,0
4,0,2019,59,1024,1019,2,0
2,0,2019,33,9139,5788,0,0
2,1,2019,33,0,0,2,0
3,1,2019,8,0,0,2,0
3,0,2019,1,74,20,2,0
3,0,2019,5,247,95,1,0
3,1,2019,5,558,328,3,0
3,0,2019,18,378,243,0,0
3,0,2019,6,0,0,0,1
3,0,2019,6,1752,1185,1,0
3,1,2019,6,2176,1692,3,0
3,0,2019,34,694,630,4,0
3,1,2019,34,2605,2450,3,0
5,1,2019,1,13838,12755,0,0
5,1,2019,1,5745,5305,1,0
5,0,2019,10,407,381,2,0
5,1,2019,4,3373,3373,3,0
4,0,2019,12,0,0,0,1
4,0,2019,11,4440,3586,0,0
4,0,2019,22,3509,2683,1,0
4,1,2019,30,0,0,3,0
4,1,2019,27,1029,1029,2,0
4,0,2019,1,1813,1018,1,0
4,0,2019,35,1145,901,3,0
4,1,2019,14,4983,3404,1,0
4,1,2019,10,296,278,3,0
4,0,2019,31,832,543,1,0
4,0,2019,36,74,67,4,0
4,0,2019,45,9655,7383,0,0
4,0,2019,77,739,402,1,0
4,0,2019,0,2259,1518,0,0
2,1,2019,10,9929,6184,0,0
2,0,2019,33,979,979,4,0
2,0,2019,0,2915,2454,1,0
3,0,2019,8,561,473,4,0
3,0,2019,27,1060,774,3,0
3,0,2019,1,331,280,4,0
3,1,2019,2,107,107,2,0
3,0,2019,28,147,75,1,0
3,0,2019,28,11,11,1,1
3,1,2019,28,324,245,1,0
3,1,2019,33,5946,4276,0,0
3,1,2019,33,1045,501,3,0
3,0,2019,18,275,147,3,0
3,1,2019,0,0,0,0,1
5,0,2019,10,128,128,0,1
5,0,2019,10,881,315,3,0
4,0,2019,37,10278,8114,0,0
4,1,2019,30,7259,7259,1,0
4,0,2019,41,1166,938,2,0
4,1,2019,9,893,893,3,0
4,0,2019,13,10645,7533,0,0
4,1,2019,13,3025,3025,3,0
4,0,2019,1,908,626,3,0
4,0,2019,35,6124,4226,0,0
4,0,2019,2,3,3,4,1
4,0,2019,10,0,0,1,1
4,1,2019,36,2443,1878,0,0
4,0,2019,36,407,212,1,0
4,1,2019,42,889,889,3,0
4,0,2019,43,382,382,4,0
4,0,2019,46,2238,1470,0,0
4,1,2019,77,649,649,4,0
4,0,2019,77,477,351,2,0
3,1,2019,8,2587,2359,3,0
2,0,2019,10,1326,1141,3,0
3,1,2019,8,6971,2512,0,0
2,1,2019,0,13416,13106,0,0
2,0,2019,0,749,749,4,0
3,0,2019,9,333,102,2,0
3,1,2019,1,330,215,2,0
3,1,2019,2,115,109,3,0
3,0,2019,2,0,0,3,1
3,0,2019,28,7,7,0,1
3,0,2019,28,34,32,4,0
3,1,2019,28,176,176,2,0
3,1,2019,10,1156,597,1,0
3,0,2019,10,0,0,2,1
3,0,2019,29,0,0,1,1
3,0,2019,33,1298,598,3,0
3,0,2019,5,11,8,0,1
3,0,2019,18,40,40,4,0
3,0,2019,0,21,21,1,1
5,0,2019,2,191,123,2,0
5,0,2019,0,2027,1290,1,0
5,1,2019,0,12510,11233,0,0
5,0,2019,0,475,409,2,0
4,0,2019,12,590,383,2,0
4,1,2019,22,2909,2909,3,0
4,0,2019,37,4123,3625,1,0
4,0,2019,30,4701,3977,1,0
4,1,2019,35,1191,1191,2,0
4,1,2019,2,72,72,4,0
4,1,2019,2,33,33,1,1
4,1,2019,2,221,221,3,0
4,0,2019,28,258,140,1,0
4,0,2019,43,2019,1711,1,0
4,0,2019,46,1135,763,1,0
2,0,2019,0,616,468,2,0
3,0,2019,9,753,303,3,0
3,0,2019,1,3429,1121,0,0
3,1,2019,27,948,948,2,0
3,1,2019,1,0,0,0,1
3,0,2019,1,1329,719,1,0
3,0,2019,2,3,3,1,1
3,0,2019,28,192,120,0,0
3,0,2019,29,96,87,4,0
3,0,2019,29,174,104,2,0
3,0,2019,5,145,82,2,0
3,1,2019,0,1008,856,2,0
3,1,2019,6,4530,3266,1,0
3,0,2019,6,1372,679,3,0
3,0,2019,6,660,415,2,0
3,1,2019,34,0,699,2,0
5,0,2019,10,1502,1196,1,0
4,1,2019,37,3458,3458,3,0
4,0,2019,23,2607,2098,3,0
4,0,2019,8,6312,4511,0,0
4,1,2019,8,0,0,2,0
4,1,2019,41,5532,5532,1,0
4,0,2019,9,314,301,4,0
4,1,2019,13,15264,14393,0,0
4,0,2019,1,463,440,4,0
4,1,2019,2,980,520,0,0
4,0,2019,42,372,287,2,0
4,1,2019,45,18626,13823,0,0
4,0,2019,45,0,1182,2,0
4,1,2019,43,8060,7547,0,0
4,0,2019,46,219,219,4,0
4,1,2019,46,2466,2466,1,0
4,1,2019,77,2277,1248,1,0
4,1,2019,0,6169,4932,0,0
2,1,2019,0,6285,5795,1,0
2,1,2019,0,2476,2476,3,0
3,0,2019,8,1720,1381,3,0
3,0,2019,9,134,134,0,1
3,1,2019,9,219,219,2,0
3,1,2019,27,4174,3829,1,0
3,0,2019,1,0,0,4,1
3,1,2019,1,964,858,3,0
3,1,2019,28,864,519,0,0
3,0,2019,28,69,34,2,0
3,0,2019,10,4,4,4,1
3,0,2019,10,295,107,1,0
3,0,2019,10,12,12,1,1
3,1,2019,33,1100,1100,2,0
3,0,2019,5,314,97,0,0
3,0,2019,34,1020,361,2,0
5,0,2019,4,9795,7985,0,0
4,0,2019,12,1651,1328,1,0
4,1,2019,11,3988,3988,1,0
4,0,2019,30,11021,8739,0,0
4,1,2019,23,3362,3362,4,0
4,1,2019,9,7275,4434,0,0
4,1,2019,1,1197,1197,3,0
4,0,2019,28,139,77,3,0
4,1,2019,10,3443,2559,0,0
4,1,2019,10,283,283,4,0
4,1,2019,10,1723,1411,1,0
4,1,2019,36,0,0,1,1
4,0,2019,46,615,535,2,0
4,0,2019,85,1522,390,3,0
4,1,2019,59,5423,5423,1,0
4,1,2019,0,754,754,4,0
3,0,2019,8,2771,1793,1,0
3,1,2019,8,1081,1081,4,0
3,0,2019,1,60,43,0,1
3,1,2019,27,2426,2426,3,0
3,0,2019,2,65,17,1,0
3,1,2019,10,1676,795,0,0
3,0,2019,28,80,37,3,0
3,1,2019,34,1727,1727,4,0
3,0,2019,10,0,0,3,1
5,0,2019,2,271,233,3,0
3,0,2019,29,802,566,0,0
5,1,2019,0,0,0,2,0
3,1,2019,29,460,460,2,0
4,0,2019,8,701,701,4,0
3,0,2019,0,606,155,1,0
4,0,2019,41,2185,1913,3,0
5,1,2019,1,2444,2444,3,0
5,1,2019,1,1129,1129,2,0
4,0,2019,9,1093,591,3,0
4,0,2019,27,0,0,0,1
5,0,2019,2,41,41,1,1
4,0,2019,11,1136,937,3,0
4,0,2019,27,1415,1054,3,0
4,0,2019,13,4458,3274,1,0
4,0,2019,22,1003,928,2,0
4,0,2019,41,8312,6239,0,0
4,1,2019,1,3708,3679,1,0
4,0,2019,1,0,0,1,1
4,0,2019,41,880,880,4,0
4,0,2019,27,418,418,4,0
4,0,2019,35,0,0,0,1
4,1,2019,35,1831,1831,3,0
4,1,2019,35,10364,9678,0,0
4,0,2019,35,2252,1997,1,0
4,0,2019,2,20,20,4,0
4,0,2019,28,12,12,0,1
4,1,2019,36,582,582,2,0
4,1,2019,28,229,229,2,0
4,0,2019,42,115,115,0,1
4,0,2019,14,2606,1895,1,0
4,0,2019,42,491,153,3,0
4,0,2019,31,0,0,0,1
4,1,2019,59,9873,9873,0,0
4,1,2019,77,3594,2562,0,0
4,1,2019,42,3767,2847,0,0
4,1,2019,42,1683,1269,1,0
4,0,2019,43,3785,2726,0,0
4,0,2019,44,1532,1369,3,0
4,0,2019,77,97,97,4,0
4,1,2019,0,2855,2819,1,0
3,1,2019,27,1483,1483,4,0
3,0,2019,27,539,414,2,0
3,0,2019,10,46,39,4,0
3,1,2019,10,285,215,3,0
3,0,2019,33,1631,1081,1,0
3,0,2019,33,482,250,2,0
3,0,2019,18,48,48,0,1
3,0,2019,0,32,32,0,1
3,0,2019,0,113,85,4,0
3,1,2019,0,2481,2008,1,0
3,1,2019,0,785,506,3,0
5,0,2019,1,1405,1181,3,0
5,1,2019,10,1617,1565,3,0
5,1,2019,4,7416,7336,1,0
4,0,2019,12,3822,2418,0,0
4,0,2019,12,398,398,4,0
4,0,2019,11,638,548,2,0
4,0,2019,22,8104,5247,0,0
4,1,2019,22,11534,9222,0,0
4,1,2019,22,6658,6080,1,0
4,0,2019,37,2298,2207,3,0
4,0,2019,30,1214,1214,4,0
4,1,2019,41,2085,2085,3,0
4,0,2019,9,1743,1151,1,0
4,0,2019,27,2317,1911,1,0
4,0,2019,1,4955,3593,0,0
4,1,2019,28,1543,1389,0,0
4,1,2019,14,8478,7613,0,0
4,0,2019,14,2014,1175,3,0
4,0,2019,14,930,867,2,0
4,0,2019,10,378,204,3,0
4,1,2019,31,728,728,3,0
4,0,2019,42,99,99,4,0
4,0,2019,45,2552,2238,3,0
4,1,2019,46,6468,5857,0,0
2,1,2019,10,1105,1105,2,0
2,1,2019,33,6505,6505,1,0
3,1,2019,1,5854,5115,0,0
3,0,2019,2,3,2,0,1
3,1,2019,28,124,124,3,0
3,0,2019,10,54,9,2,0
3,0,2019,29,525,325,1,0
3,0,2019,5,207,79,3,0
3,0,2019,0,1222,498,0,0
3,1,2019,6,0,0,2,0
3,0,2019,34,6549,3937,0,0
3,0,2019,34,2162,1407,3,0
5,0,2019,2,105,65,0,1
5,1,2019,2,517,517,2,0
5,1,2019,10,7542,5133,0,0
5,0,2019,4,3712,2916,1,0
5,1,2019,4,0,0,2,0
4,0,2019,22,2134,966,3,0
4,1,2019,37,14555,14284,0,0
4,1,2019,30,0,0,2,0
4,1,2019,8,9903,9424,0,0
4,0,2019,8,3155,2620,1,0
4,1,2019,8,4124,4124,1,0
4,0,2019,41,3669,3344,1,0
4,1,2019,28,186,186,3,0
4,0,2019,14,0,0,0,1
4,0,2019,10,178,141,2,0
4,1,2019,31,1156,1156,2,0
4,1,2019,36,211,211,4,0
4,1,2019,43,1846,1846,3,0
4,0,2019,43,657,462,2,0
4,0,2019,59,2648,2588,1,0
4,0,2019,77,104,104,0,1
4,1,2019,77,1623,1623,3,0
4,0,2019,0,453,114,3,0
4,1,2019,19,1133,1133,2,0
4,0,2019,19,5454,3903,0,0
4,0,2019,60,350,344,4,0
4,1,2019,60,7989,6129,0,0
4,1,2019,69,0,0,2,0
4,1,2019,60,997,997,2,0
4,1,2019,83,3434,3434,3,0
6,0,2019,9,736,624,2,0
6,1,2019,2,225,225,2,0
6,1,2019,10,1451,1163,1,0
6,0,2019,63,3035,2619,1,0
6,0,2019,5,93,93,4,0
8,1,2019,75,11887,10439,0,0
8,0,2019,20,2438,2305,3,0
8,0,2019,1,502,401,4,0
8,1,2019,2,453,232,1,0
8,0,2019,64,822,782,4,0
8,1,2019,10,34,34,0,1
8,0,2019,10,362,74,3,0
8,0,2019,0,0,0,1,1
9,1,2019,53,1497,1497,3,0
9,1,2019,54,14832,13695,0,0
9,1,2019,10,320,320,4,0
9,0,2019,0,2032,741,0,0
4,0,2019,47,3026,2421,1,0
4,1,2019,49,12443,12099,0,0
4,0,2019,50,1892,1805,3,0
4,1,2019,50,0,0,2,0
6,0,2019,2,44,35,4,0
6,1,2019,33,7819,7674,0,0
6,0,2019,0,0,0,0,1
6,0,2019,0,1260,615,1,0
8,0,2019,12,3497,1854,0,0
8,0,2019,12,0,0,1,1
8,0,2019,75,977,939,2,0
8,1,2019,20,13639,12585,0,0
8,1,2019,10,2974,1365,0,0
8,1,2019,10,638,393,3,0
8,1,2019,78,11273,7185,0,0
9,1,2019,12,6859,4805,0,0
9,0,2019,12,1471,937,1,0
9,0,2019,53,1115,1103,2,0
9,0,2019,54,1268,1268,4,0
9,1,2019,54,6703,6070,1,0
9,0,2019,10,257,51,3,0
9,0,2019,66,1560,587,1,0
9,0,2019,33,700,500,2,0
9,0,2019,0,167,145,4,0
9,0,2019,0,0,0,1,1
9,0,2019,56,812,765,4,0
4,0,2019,47,7250,5792,0,0
4,1,2019,47,2834,2834,3,0
4,0,2019,48,3431,3034,1,0
4,0,2019,83,9563,8482,0,0
4,1,2019,49,0,0,2,0
4,1,2019,61,6389,6389,1,0
4,0,2019,61,2227,1104,3,0
4,0,2019,50,981,981,2,0
6,1,2019,118,1601,1453,0,0
6,0,2019,118,142,142,2,0
6,0,2019,9,629,629,4,0
6,0,2019,10,1868,808,0,0
6,0,2019,10,186,183,4,0
6,0,2019,62,905,436,2,0
7,0,2019,2,461,316,2,0
8,0,2019,12,1717,1049,1,0
8,0,2019,75,6292,4785,0,0
8,0,2019,20,7418,5012,0,0
8,0,2019,2,5,4,0,1
8,0,2019,2,133,56,1,0
8,1,2019,10,541,506,2,0
9,0,2019,54,2397,2158,3,0
9,0,2019,9,291,289,4,0
9,0,2019,9,1594,1099,1,0
9,1,2019,1,491,491,2,0
9,0,2019,2,0,0,3,1
9,0,2019,2,48,8,3,0
9,1,2019,66,2325,2325,3,0
9,0,2019,0,154,82,0,1
9,0,2019,68,2123,1283,3,0
4,1,2019,60,1339,1339,3,0
4,1,2019,47,0,0,2,0
4,1,2019,48,13802,13496,0,0
4,1,2019,48,2931,2931,3,0
4,0,2019,49,727,727,4,0
4,1,2019,74,12915,8358,0,0
4,1,2019,74,7005,7005,1,0
6,0,2019,118,93,93,0,1
6,0,2019,1,345,282,2,0
6,0,2019,2,616,203,0,0
6,0,2019,2,14,14,0,1
6,0,2019,62,1789,1544,1,0
6,1,2019,62,2126,2126,3,0
6,0,2019,5,102,102,0,1
6,0,2019,0,840,560,3,0
7,1,2019,2,6538,4628,0,0
7,0,2019,10,588,441,2,0
7,1,2019,10,1536,1343,4,0
8,1,2019,12,1608,1608,3,0
8,0,2019,12,608,398,2,0
8,1,2019,9,3819,3414,1,0
8,1,2019,20,0,0,2,0
8,0,2019,10,994,431,0,0
8,1,2019,0,6033,3390,0,0
9,0,2019,12,473,332,2,0
9,1,2019,9,1324,1177,3,0
9,0,2019,1,0,0,1,1
9,0,2019,1,222,136,2,0
9,1,2019,2,248,156,1,0
9,0,2019,2,28,16,2,0
9,0,2019,10,74,58,0,1
9,1,2019,66,4238,3516,1,0
4,1,2019,19,4910,4802,1,0
4,1,2019,19,2184,2184,3,0
4,1,2019,69,2697,2697,3,0
4,1,2019,47,12864,12029,0,0
4,0,2019,47,1897,1206,3,0
4,0,2019,48,892,892,4,0
4,0,2019,83,2312,1950,3,0
4,0,2019,49,3056,2429,1,0
4,1,2019,61,3363,3363,3,0
4,0,2019,50,5780,3720,0,0
4,1,2019,50,11356,11356,0,0
6,0,2019,1,1214,890,3,0
6,0,2019,2,84,47,2,0
6,1,2019,5,1656,1656,1,0
4,0,2019,60,710,318,3,0
6,1,2019,0,2962,2415,1,0
4,1,2019,69,5751,5751,1,0
7,1,2019,119,19143,14771,0,0
7,0,2019,119,4666,4234,1,0
4,0,2019,47,809,748,2,0
7,1,2019,119,0,0,2,0
6,0,2019,118,65,65,4,0
6,0,2019,1,593,593,4,0
7,1,2019,10,1076,1076,2,0
7,1,2019,10,5363,4846,1,0
6,0,2019,62,233,233,4,0
6,1,2019,62,1912,1912,1,0
7,0,2019,119,2735,2390,3,0
6,1,2019,0,1441,1441,3,0
8,0,2019,75,2341,1607,3,0
7,1,2019,0,1730,1650,4,0
8,0,2019,9,3430,2152,0,0
8,0,2019,75,663,633,4,0
8,0,2019,20,755,702,4,0
8,0,2019,9,1109,715,3,0
7,0,2019,119,1470,1327,4,0
8,0,2019,20,0,1142,2,0
8,1,2019,64,6749,6749,1,0
8,0,2019,1,4681,3395,0,0
8,1,2019,1,1922,1121,3,0
8,0,2019,2,25,18,4,0
8,1,2019,51,2159,2159,3,0
8,1,2019,64,0,0,2,0
8,0,2019,51,683,634,2,0
8,1,2019,52,2115,1481,3,0
8,0,2019,10,92,54,4,0
8,0,2019,0,890,620,1,0
8,0,2019,52,5188,3514,0,0
8,1,2019,0,0,1120,2,0
8,0,2019,76,0,0,1,1
9,0,2019,53,3391,1845,1,0
8,0,2019,78,2166,1337,3,0
9,1,2019,54,2055,2055,4,0
9,0,2019,12,3612,2075,0,0
9,1,2019,1,920,920,4,0
9,0,2019,12,866,588,3,0
9,0,2019,10,6,6,4,1
9,1,2019,11,7882,7882,0,0
9,1,2019,9,1107,1107,2,0
9,1,2019,10,295,226,3,0
9,1,2019,10,216,160,2,0
9,0,2019,1,1690,869,1,0
9,0,2019,33,2569,1537,0,0
9,1,2019,2,690,349,0,0
9,0,2019,0,534,59,3,0
9,0,2019,33,1021,397,3,0
9,1,2019,0,4934,2721,0,0
9,0,2019,19,615,479,4,0
9,1,2019,19,1924,1511,3,0
9,1,2019,56,12924,11311,0,0
9,0,2019,56,0,0,0,1
9,1,2019,56,5324,3895,1,0
9,0,2019,68,2715,2320,1,0
4,0,2019,0,268,149,2,0
4,0,2019,60,3154,2195,0,0
4,0,2019,60,339,259,2,0
4,0,2019,69,2768,2360,1,0
4,0,2019,48,8696,6654,0,0
4,1,2019,48,7331,7331,1,0
4,0,2019,48,2101,2033,3,0
6,0,2019,118,657,478,0,0
6,0,2019,118,232,167,3,0
6,1,2019,9,3854,2491,1,0
6,0,2019,9,1603,1227,3,0
6,1,2019,1,0,0,1,1
6,1,2019,1,1659,1659,3,0
6,1,2019,10,366,366,3,0
6,0,2019,33,1770,1602,3,0
6,1,2019,5,2129,2129,0,0
6,0,2019,0,298,298,4,0
7,0,2019,10,6135,3235,0,0
7,1,2019,2,1165,1144,4,0
7,0,2019,2,126,75,0,1
8,1,2019,75,5822,5762,1,0
8,1,2019,9,1458,1458,4,0
8,1,2019,20,6396,6300,1,0
8,1,2019,1,452,405,2,0
8,0,2019,51,1629,904,3,0
8,1,2019,2,184,125,3,0
8,1,2019,76,2887,1801,0,0
8,1,2019,76,1191,985,3,0
8,1,2019,76,609,609,2,0
8,1,2019,0,898,898,4,0
9,1,2019,53,10190,6622,0,0
9,1,2019,54,0,0,2,0
9,0,2019,2,83,45,1,0
9,0,2019,66,28,28,0,1
9,1,2019,33,2694,2348,1,0
9,1,2019,0,2312,1709,1,0
9,1,2019,0,1122,419,3,0
9,1,2019,0,1012,737,2,0
9,0,2019,19,1513,1131,3,0
4,0,2019,48,903,903,2,0
4,0,2019,74,1045,814,2,0
4,0,2019,61,3629,3218,1,0
